time,balance
2019-01-01 00:00:00,0.0
2019-01-01 00:04:00,0.0
2019-01-01 00:08:00,0.0
2019-01-01 00:12:00,0.0
2019-01-01 00:16:00,0.0
2019-01-01 00:20:00,0.0
2019-01-01 00:24:00,0.0
2019-01-01 00:28:00,0.0
2019-01-01 00:32:00,0.0
2019-01-01 00:36:00,0.0
2019-01-01 00:40:00,0.0
2019-01-01 00:44:00,0.0
2019-01-01 00:48:00,0.0
2019-01-01 00:52:00,0.0
2019-01-01 00:56:00,0.0
2019-01-01 01:00:00,0.0
2019-01-01 01:04:00,0.0
2019-01-01 01:08:00,0.0
2019-01-01 01:12:00,0.0
2019-01-01 01:16:00,0.0
2019-01-01 01:20:00,0.0
2019-01-01 01:24:00,0.0
2019-01-01 01:28:00,0.0
2019-01-01 01:32:00,0.0
2019-01-01 01:36:00,0.0
2019-01-01 01:40:00,0.0
2019-01-01 01:44:00,0.0
2019-01-01 01:48:00,0.0
2019-01-01 01:52:00,0.0
2019-01-01 01:56:00,0.0
2019-01-01 02:00:00,0.0
2019-01-01 02:04:00,0.0
2019-01-01 02:08:00,0.0
2019-01-01 02:12:00,0.0
2019-01-01 02:16:00,0.0
2019-01-01 02:20:00,0.0
2019-01-01 02:24:00,0.0
2019-01-01 02:28:00,0.0
2019-01-01 02:32:00,0.0
2019-01-01 02:36:00,0.0
2019-01-01 02:40:00,0.0
2019-01-01 02:44:00,0.0
2019-01-01 02:48:00,0.0
2019-01-01 02:52:00,0.0
2019-01-01 02:56:00,0.0
2019-01-01 03:00:00,0.0
2019-01-01 03:04:00,0.0
2019-01-01 03:08:00,0.0
2019-01-01 03:12:00,0.0
2019-01-01 03:16:00,0.0
2019-01-01 03:20:00,0.0
2019-01-01 03:24:00,0.0
2019-01-01 03:28:00,0.0
2019-01-01 03:32:00,0.0
2019-01-01 03:36:00,0.0
2019-01-01 03:40:00,0.0
2019-01-01 03:44:00,0.0
2019-01-01 03:48:00,0.0
2019-01-01 03:52:00,0.0
2019-01-01 03:56:00,0.0
2019-01-01 04:00:00,0.0
2019-01-01 04:04:00,0.0
2019-01-01 04:08:00,0.0
2019-01-01 04:12:00,0.0
2019-01-01 04:16:00,0.0
2019-01-01 04:20:00,0.0
2019-01-01 04:24:00,0.0
2019-01-01 04:28:00,0.0
2019-01-01 04:32:00,0.0
2019-01-01 04:36:00,0.0
2019-01-01 04:40:00,0.0
2019-01-01 04:44:00,0.0
2019-01-01 04:48:00,0.0
2019-01-01 04:52:00,0.0
2019-01-01 04:56:00,0.0
2019-01-01 05:00:00,0.0
2019-01-01 05:04:00,0.0
2019-01-01 05:08:00,0.0
2019-01-01 05:12:00,0.0
2019-01-01 05:16:00,0.0
2019-01-01 05:20:00,0.0
2019-01-01 05:24:00,0.0
2019-01-01 05:28:00,0.0
2019-01-01 05:32:00,0.0
2019-01-01 05:36:00,0.0
2019-01-01 05:40:00,0.0
2019-01-01 05:44:00,0.0
2019-01-01 05:48:00,0.0
2019-01-01 05:52:00,0.0
2019-01-01 05:56:00,0.0
2019-01-01 06:00:00,-0.44000000000002615
2019-01-01 06:04:00,-4.390000000000015
2019-01-01 06:08:00,-8.349999999999994
2019-01-01 06:12:00,-20.19999999999999
2019-01-01 06:16:00,0.0
2019-01-01 06:20:00,0.0
2019-01-01 06:24:00,0.0
2019-01-01 06:28:00,0.0
2019-01-01 06:32:00,0.0
2019-01-01 06:36:00,0.0
2019-01-01 06:40:00,0.0
2019-01-01 06:44:00,0.0
2019-01-01 06:48:00,0.0
2019-01-01 06:52:00,0.0
2019-01-01 06:56:00,0.0
2019-01-01 07:00:00,0.0
2019-01-01 07:04:00,0.0
2019-01-01 07:08:00,0.0
2019-01-01 07:12:00,0.0
2019-01-01 07:16:00,0.0
2019-01-01 07:20:00,0.0
2019-01-01 07:24:00,0.0
2019-01-01 07:28:00,0.0
2019-01-01 07:32:00,0.0
2019-01-01 07:36:00,0.0
2019-01-01 07:40:00,0.0
2019-01-01 07:44:00,0.0
2019-01-01 07:48:00,0.0
2019-01-01 07:52:00,0.0
2019-01-01 07:56:00,0.0
2019-01-01 08:00:00,0.0
2019-01-01 08:04:00,0.0
2019-01-01 08:08:00,0.0
2019-01-01 08:12:00,0.0
2019-01-01 08:16:00,0.0
2019-01-01 08:20:00,0.0
2019-01-01 08:24:00,0.0
2019-01-01 08:28:00,0.0
2019-01-01 08:32:00,0.0
2019-01-01 08:36:00,0.0
2019-01-01 08:40:00,0.0
2019-01-01 08:44:00,0.0
2019-01-01 08:48:00,0.0
2019-01-01 08:52:00,0.0
2019-01-01 08:56:00,0.0
2019-01-01 09:00:00,0.0
2019-01-01 09:04:00,0.0
2019-01-01 09:08:00,0.0
2019-01-01 09:12:00,0.0
2019-01-01 09:16:00,0.0
2019-01-01 09:20:00,0.0
2019-01-01 09:24:00,0.0
2019-01-01 09:28:00,0.0
2019-01-01 09:32:00,0.0
2019-01-01 09:36:00,0.0
2019-01-01 09:40:00,0.0
2019-01-01 09:44:00,0.0
2019-01-01 09:48:00,0.0
2019-01-01 09:52:00,0.0
2019-01-01 09:56:00,0.0
2019-01-01 10:00:00,0.0
2019-01-01 10:04:00,0.0
2019-01-01 10:08:00,0.0
2019-01-01 10:12:00,0.0
2019-01-01 10:16:00,0.0
2019-01-01 10:20:00,0.0
2019-01-01 10:24:00,0.0
2019-01-01 10:28:00,0.0
2019-01-01 10:32:00,0.0
2019-01-01 10:36:00,0.0
2019-01-01 10:40:00,0.0
2019-01-01 10:44:00,0.0
2019-01-01 10:48:00,0.0
2019-01-01 10:52:00,0.0
2019-01-01 10:56:00,0.0
2019-01-01 11:00:00,0.0
2019-01-01 11:04:00,0.0
2019-01-01 11:08:00,0.0
2019-01-01 11:12:00,0.0
2019-01-01 11:16:00,0.0
2019-01-01 11:20:00,0.0
2019-01-01 11:24:00,0.0
2019-01-01 11:28:00,0.0
2019-01-01 11:32:00,0.0
2019-01-01 11:36:00,0.0
2019-01-01 11:40:00,0.0
2019-01-01 11:44:00,0.0
2019-01-01 11:48:00,0.0
2019-01-01 11:52:00,0.0
2019-01-01 11:56:00,0.0
2019-01-01 12:00:00,0.0
2019-01-01 12:04:00,0.0
2019-01-01 12:08:00,0.0
2019-01-01 12:12:00,0.0
2019-01-01 12:16:00,0.0
2019-01-01 12:20:00,0.0
2019-01-01 12:24:00,0.0
2019-01-01 12:28:00,0.0
2019-01-01 12:32:00,0.0
2019-01-01 12:36:00,0.0
2019-01-01 12:40:00,0.0
2019-01-01 12:44:00,0.0
2019-01-01 12:48:00,-75.41000000000003
2019-01-01 12:52:00,-54.99000000000001
2019-01-01 12:56:00,-34.56999999999999
2019-01-01 13:00:00,-24.349999999999966
2019-01-01 13:04:00,-14.140000000000043
2019-01-01 13:08:00,-3.930000000000007
2019-01-01 13:12:00,0.0
2019-01-01 13:16:00,0.0
2019-01-01 13:20:00,0.0
2019-01-01 13:24:00,0.0
2019-01-01 13:28:00,0.0
2019-01-01 13:32:00,0.0
2019-01-01 13:36:00,0.0
2019-01-01 13:40:00,0.0
2019-01-01 13:44:00,0.0
2019-01-01 13:48:00,0.0
2019-01-01 13:52:00,0.0
2019-01-01 13:56:00,0.0
2019-01-01 14:00:00,0.0
2019-01-01 14:04:00,0.0
2019-01-01 14:08:00,0.0
2019-01-01 14:12:00,0.0
2019-01-01 14:16:00,0.0
2019-01-01 14:20:00,0.0
2019-01-01 14:24:00,0.0
2019-01-01 14:28:00,0.0
2019-01-01 14:32:00,0.0
2019-01-01 14:36:00,0.0
2019-01-01 14:40:00,0.0
2019-01-01 14:44:00,0.0
2019-01-01 14:48:00,0.0
2019-01-01 14:52:00,0.0
2019-01-01 14:56:00,0.0
2019-01-01 15:00:00,0.0
2019-01-01 15:04:00,0.0
2019-01-01 15:08:00,0.0
2019-01-01 15:12:00,0.0
2019-01-01 15:16:00,0.0
2019-01-01 15:20:00,0.0
2019-01-01 15:24:00,0.0
2019-01-01 15:28:00,0.0
2019-01-01 15:32:00,0.0
2019-01-01 15:36:00,0.0
2019-01-01 15:40:00,0.0
2019-01-01 15:44:00,0.0
2019-01-01 15:48:00,0.0
2019-01-01 15:52:00,0.0
2019-01-01 15:56:00,0.0
2019-01-01 16:00:00,0.0
2019-01-01 16:04:00,0.0
2019-01-01 16:08:00,0.0
2019-01-01 16:12:00,0.0
2019-01-01 16:16:00,0.0
2019-01-01 16:20:00,0.0
2019-01-01 16:24:00,0.0
2019-01-01 16:28:00,0.0
2019-01-01 16:32:00,0.0
2019-01-01 16:36:00,0.0
2019-01-01 16:40:00,0.0
2019-01-01 16:44:00,0.0
2019-01-01 16:48:00,0.0
2019-01-01 16:52:00,0.0
2019-01-01 16:56:00,0.0
2019-01-01 17:00:00,0.0
2019-01-01 17:04:00,0.0
2019-01-01 17:08:00,0.0
2019-01-01 17:12:00,0.0
2019-01-01 17:16:00,0.0
2019-01-01 17:20:00,0.0
2019-01-01 17:24:00,0.0
2019-01-01 17:28:00,0.0
2019-01-01 17:32:00,0.0
2019-01-01 17:36:00,0.0
2019-01-01 17:40:00,0.0
2019-01-01 17:44:00,0.0
2019-01-01 17:48:00,0.0
2019-01-01 17:52:00,0.0
2019-01-01 17:56:00,0.0
2019-01-01 18:00:00,0.0
2019-01-01 18:04:00,0.0
2019-01-01 18:08:00,0.0
2019-01-01 18:12:00,0.0
2019-01-01 18:16:00,0.0
2019-01-01 18:20:00,0.0
2019-01-01 18:24:00,0.0
2019-01-01 18:28:00,0.0
2019-01-01 18:32:00,0.0
2019-01-01 18:36:00,0.0
2019-01-01 18:40:00,0.0
2019-01-01 18:44:00,0.0
2019-01-01 18:48:00,0.0
2019-01-01 18:52:00,0.0
2019-01-01 18:56:00,0.0
2019-01-01 19:00:00,0.0
2019-01-01 19:04:00,0.0
2019-01-01 19:08:00,0.0
2019-01-01 19:12:00,0.0
2019-01-01 19:16:00,0.0
2019-01-01 19:20:00,0.0
2019-01-01 19:24:00,0.0
2019-01-01 19:28:00,0.0
2019-01-01 19:32:00,0.0
2019-01-01 19:36:00,0.0
2019-01-01 19:40:00,0.0
2019-01-01 19:44:00,0.0
2019-01-01 19:48:00,0.0
2019-01-01 19:52:00,0.0
2019-01-01 19:56:00,0.0
2019-01-01 20:00:00,0.0
2019-01-01 20:04:00,0.0
2019-01-01 20:08:00,0.0
2019-01-01 20:12:00,0.0
2019-01-01 20:16:00,0.0
2019-01-01 20:20:00,0.0
2019-01-01 20:24:00,0.0
2019-01-01 20:28:00,0.0
2019-01-01 20:32:00,0.0
2019-01-01 20:36:00,0.0
2019-01-01 20:40:00,0.0
2019-01-01 20:44:00,-13.540000000000077
2019-01-01 20:48:00,0.0
2019-01-01 20:52:00,0.0
2019-01-01 20:56:00,0.0
2019-01-01 21:00:00,0.0
2019-01-01 21:04:00,0.0
2019-01-01 21:08:00,0.0
2019-01-01 21:12:00,0.0
2019-01-01 21:16:00,0.0
2019-01-01 21:20:00,0.0
2019-01-01 21:24:00,0.0
2019-01-01 21:28:00,0.0
2019-01-01 21:32:00,0.0
2019-01-01 21:36:00,0.0
2019-01-01 21:40:00,0.0
2019-01-01 21:44:00,0.0
2019-01-01 21:48:00,0.0
2019-01-01 21:52:00,0.0
2019-01-01 21:56:00,0.0
2019-01-01 22:00:00,0.0
2019-01-01 22:04:00,0.0
2019-01-01 22:08:00,0.0
2019-01-01 22:12:00,0.0
2019-01-01 22:16:00,0.0
2019-01-01 22:20:00,0.0
2019-01-01 22:24:00,0.0
2019-01-01 22:28:00,0.0
2019-01-01 22:32:00,0.0
2019-01-01 22:36:00,0.0
2019-01-01 22:40:00,0.0
2019-01-01 22:44:00,0.0
2019-01-01 22:48:00,0.0
2019-01-01 22:52:00,0.0
2019-01-01 22:56:00,0.0
2019-01-01 23:00:00,0.0
2019-01-01 23:04:00,0.0
2019-01-01 23:08:00,0.0
2019-01-01 23:12:00,0.0
2019-01-01 23:16:00,0.0
2019-01-01 23:20:00,0.0
2019-01-01 23:24:00,0.0
2019-01-01 23:28:00,0.0
2019-01-01 23:32:00,0.0
2019-01-01 23:36:00,0.0
2019-01-01 23:40:00,0.0
2019-01-01 23:44:00,0.0
2019-01-01 23:48:00,0.0
2019-01-01 23:52:00,0.0
2019-01-01 23:56:00,0.0
